ML_MAE_eV,Achieved_PCE_Percent,SQ_Saturation_Percent,LCOE_Penalty_Current,LCOE_Penalty_Future
0.47427,0.50000,1.78261,2.32679,0.19770
0.14069,27.41753,97.74964,0.00097,0.00008
0.29652,27.84559,99.27577,0.00031,0.00003
0.22612,27.67447,98.66569,0.00057,0.00005
0.05596,28.01181,99.86837,0.00006,0.00000
0.30043,27.69300,98.73176,0.00054,0.00005
0.52492,27.46355,97.91371,0.00090,0.00008
0.37637,28.01523,99.88059,0.00005,0.00000
0.08281,28.04974,100.00362,0.00000,0.00000
0.55818,25.06840,89.37447,0.00502,0.00043
0.13954,27.73348,98.87606,0.00048,0.00004
0.37763,28.04657,99.99232,0.00000,0.00000
0.19607,28.04409,99.98349,0.00001,0.00000
0.12842,26.45570,94.32051,0.00254,0.00022
0.21872,27.07154,96.51613,0.00152,0.00013
0.56379,26.76935,95.43873,0.00202,0.00017
0.24617,27.62821,98.50079,0.00064,0.00005
0.08154,28.03139,99.93820,0.00003,0.00000
0.07964,28.04945,100.00258,0.00000,0.00000
0.45346,15.23134,54.30314,0.03554,0.00302
0.36354,27.05725,96.46518,0.00155,0.00013
0.24987,27.20629,96.99653,0.00131,0.00011
0.25268,28.04192,99.97572,0.00001,0.00000
0.15408,27.79611,99.09939,0.00038,0.00003
0.05951,28.01561,99.88195,0.00005,0.00000
0.00277,28.04819,99.99810,0.00000,0.00000
0.12351,28.03364,99.94622,0.00002,0.00000
0.18674,28.01385,99.87565,0.00005,0.00000
0.00736,28.04831,99.99850,0.00000,0.00000
0.42889,26.18425,93.35274,0.00301,0.00026
0.04835,28.02452,99.91369,0.00004,0.00000
0.33806,28.00166,99.83219,0.00007,0.00001
0.45307,27.72043,98.82954,0.00050,0.00004
0.09068,28.01202,99.86915,0.00006,0.00000
0.59153,24.00044,85.56695,0.00712,0.00061
0.32433,26.26645,93.64579,0.00287,0.00024
0.40327,26.59226,94.80736,0.00231,0.00020
0.27246,27.68722,98.71116,0.00055,0.00005
0.39897,28.04997,100.00445,0.00000,0.00000
0.11342,27.96361,99.69654,0.00013,0.00001
0.56014,28.03806,99.96197,0.00002,0.00000
0.58362,26.28698,93.71897,0.00283,0.00024
0.09750,28.02514,99.91590,0.00004,0.00000
0.06713,28.04632,99.99144,0.00000,0.00000
0.21444,27.75611,98.95677,0.00045,0.00004
0.03392,28.03856,99.96375,0.00002,0.00000
0.58822,0.50000,1.78261,2.32679,0.19770
0.28129,0.50000,1.78261,2.32679,0.19770
0.03207,27.98561,99.77500,0.00010,0.00001
0.29625,26.76759,95.43247,0.00202,0.00017
0.38727,26.36219,93.98714,0.00270,0.00023
0.47099,0.50000,1.78261,2.32679,0.19770
0.59709,25.99537,92.67933,0.00334,0.00028
0.36613,27.72372,98.84130,0.00050,0.00004
0.09142,28.04977,100.00374,0.00000,0.00000
0.08515,28.04836,99.99869,0.00000,0.00000
0.04004,28.01759,99.88899,0.00005,0.00000
0.16766,28.02768,99.92498,0.00003,0.00000
0.48929,0.50000,1.78261,2.32679,0.19770
0.12447,27.08544,96.56566,0.00150,0.00013
0.45717,28.02846,99.92775,0.00003,0.00000
0.58748,27.65729,98.60443,0.00060,0.00005
0.54612,0.50000,1.78261,2.32679,0.19770
0.54249,0.50000,1.78261,2.32679,0.19770
0.35441,27.36750,97.57126,0.00105,0.00009
0.54880,27.94612,99.63420,0.00016,0.00001
0.12144,27.96502,99.70158,0.00013,0.00001
0.13592,27.79183,99.08411,0.00039,0.00003
0.37972,27.07375,96.52400,0.00152,0.00013
0.15746,26.17371,93.31515,0.00303,0.00026
0.37224,0.50000,1.78261,2.32679,0.19770
0.05998,28.03925,99.96623,0.00001,0.00000
0.55141,26.97622,96.17627,0.00168,0.00014
0.31347,27.55572,98.24232,0.00076,0.00006
0.38391,27.72212,98.83558,0.00050,0.00004
0.54367,26.46284,94.34598,0.00253,0.00022
0.02588,28.04840,99.99882,0.00000,0.00000
0.13304,28.00476,99.84327,0.00007,0.00001
0.08452,28.02290,99.90792,0.00004,0.00000
0.07464,27.34931,97.50644,0.00108,0.00009
0.36088,27.51274,98.08911,0.00082,0.00007
0.28566,27.21979,97.04465,0.00129,0.00011
0.57847,26.79751,95.53914,0.00197,0.00017
0.07122,28.03920,99.96603,0.00001,0.00000
0.55308,25.41866,90.62322,0.00437,0.00037
0.58580,24.21397,86.32824,0.00669,0.00057
0.14424,27.17416,96.88199,0.00136,0.00012
0.58793,26.86641,95.78477,0.00186,0.00016
0.14931,27.76006,98.97086,0.00044,0.00004
0.51020,26.47845,94.40163,0.00250,0.00021
0.00042,28.04865,99.99974,0.00000,0.00000
0.29385,0.50000,1.78261,2.32679,0.19770
0.25127,27.13534,96.74356,0.00142,0.00012
0.23251,28.04546,99.98837,0.00000,0.00000
0.51041,18.31308,65.29025,0.02245,0.00191
0.45856,27.90203,99.47699,0.00022,0.00002
0.10008,27.96751,99.71043,0.00012,0.00001
0.59406,27.98677,99.77912,0.00009,0.00001
0.41806,26.00172,92.70198,0.00332,0.00028
0.57189,21.73240,77.48088,0.01227,0.00104
0.42848,27.95568,99.66828,0.00014,0.00001
0.40393,26.78336,95.48868,0.00200,0.00017
0.27269,24.36525,86.86757,0.00638,0.00054
0.21901,0.50000,1.78261,2.32679,0.19770
0.58138,0.50000,1.78261,2.32679,0.19770
0.35130,0.50000,1.78261,2.32679,0.19770
0.05205,27.93729,99.60269,0.00017,0.00001
0.05590,28.03982,99.96826,0.00001,0.00000
0.00922,28.04990,100.00419,0.00000,0.00000
0.33545,19.49368,69.49934,0.01853,0.00157
0.17945,27.82558,99.20443,0.00034,0.00003
0.15067,27.98633,99.77754,0.00009,0.00001
0.08160,27.95148,99.65330,0.00015,0.00001
0.38870,27.93680,99.60097,0.00017,0.00001
0.55891,25.87988,92.26758,0.00354,0.00030
0.12159,28.02666,99.92132,0.00003,0.00000
0.42560,25.69369,91.60378,0.00387,0.00033
0.04411,28.02307,99.90853,0.00004,0.00000
0.26743,27.77138,99.01122,0.00042,0.00004
0.18908,28.03247,99.94206,0.00002,0.00000
0.35748,0.50000,1.78261,2.32679,0.19770
0.51172,25.76349,91.85261,0.00375,0.00032
0.52823,26.86738,95.78824,0.00186,0.00016
0.11412,27.57395,98.30731,0.00073,0.00006
0.35424,27.78336,99.05391,0.00040,0.00003
0.28503,0.50000,1.78261,2.32679,0.19770
0.39158,25.78877,91.94274,0.00370,0.00031
0.38410,27.94617,99.63437,0.00015,0.00001
0.24519,28.03416,99.94806,0.00002,0.00000
0.06490,27.98720,99.78064,0.00009,0.00001
0.09595,28.04242,99.97753,0.00001,0.00000
0.50424,27.40511,97.70536,0.00099,0.00008
0.55272,28.02153,99.90304,0.00004,0.00000
0.47381,28.00324,99.83784,0.00007,0.00001
0.34909,27.53927,98.18369,0.00078,0.00007
0.33271,0.50000,1.78261,2.32679,0.19770
0.49838,27.89673,99.45812,0.00023,0.00002
0.14836,27.01034,96.29793,0.00162,0.00014
0.43618,26.89811,95.89779,0.00181,0.00015
0.14111,27.33995,97.47305,0.00109,0.00009
0.45662,23.26311,82.93821,0.00869,0.00074
0.03048,28.04381,99.98248,0.00001,0.00000
0.21405,26.43244,94.23758,0.00258,0.00022
0.20786,27.48024,97.97322,0.00087,0.00007
0.43957,27.99416,99.80546,0.00008,0.00001
0.14753,28.02544,99.91698,0.00004,0.00000
0.04548,27.92587,99.56199,0.00019,0.00002
0.43662,19.72862,70.33694,0.01781,0.00151
0.42869,27.96092,99.68695,0.00013,0.00001
0.19193,27.22047,97.04709,0.00128,0.00011
0.45916,0.50000,1.78261,2.32679,0.19770
0.00012,28.04873,100.00002,0.00000,0.00000
0.19829,27.53109,98.15450,0.00079,0.00007
0.30048,26.40005,94.12209,0.00264,0.00022
0.48830,26.75580,95.39044,0.00204,0.00017
0.08778,27.97956,99.75341,0.00010,0.00001
0.09611,27.74705,98.92448,0.00046,0.00004
0.25980,27.12327,96.70054,0.00144,0.00012
0.19915,27.26014,97.18851,0.00122,0.00010
0.36329,28.04430,99.98424,0.00001,0.00000
0.22465,27.13822,96.75384,0.00142,0.00012
0.12279,28.02152,99.90300,0.00004,0.00000
0.25594,28.04334,99.98080,0.00001,0.00000
0.59095,22.32473,79.59268,0.01083,0.00092
0.38595,27.98663,99.77862,0.00009,0.00001
0.07313,27.88001,99.39850,0.00026,0.00002
0.59676,27.83791,99.24838,0.00032,0.00003
0.51147,27.56106,98.26137,0.00075,0.00006
0.26398,27.22264,97.05482,0.00128,0.00011
0.55311,28.04886,100.00048,0.00000,0.00000
0.58076,0.50000,1.78261,2.32679,0.19770
0.41010,27.10127,96.62211,0.00148,0.00013
0.49546,26.82217,95.62707,0.00193,0.00016
0.16144,28.04921,100.00174,0.00000,0.00000
0.04995,28.04799,99.99739,0.00000,0.00000
0.38254,24.23732,86.41149,0.00664,0.00056
0.34186,23.58590,84.08902,0.00799,0.00068
0.44466,0.50000,1.78261,2.32679,0.19770
0.45941,25.68058,91.55704,0.00389,0.00033
0.14839,27.62747,98.49814,0.00064,0.00005
0.25665,28.04285,99.97905,0.00001,0.00000
0.44009,27.57772,98.32076,0.00072,0.00006
0.45743,27.91903,99.53760,0.00020,0.00002
0.25424,25.68631,91.57746,0.00388,0.00033
0.53203,27.13034,96.72574,0.00143,0.00012
0.17097,28.01061,99.86413,0.00006,0.00000
0.57688,28.03859,99.96388,0.00002,0.00000
0.51865,27.55683,98.24628,0.00075,0.00006
0.50312,28.04313,99.98007,0.00001,0.00000
0.23333,25.41214,90.60000,0.00438,0.00037
0.03192,28.03924,99.96617,0.00001,0.00000
0.48005,26.18738,93.36387,0.00300,0.00026
0.12037,27.42893,97.79030,0.00095,0.00008
0.18352,27.99653,99.81393,0.00008,0.00001
0.35238,0.50000,1.78261,2.32679,0.19770
0.09002,28.02584,99.91840,0.00003,0.00000
0.14865,27.98670,99.77888,0.00009,0.00001
0.56552,27.98517,99.77343,0.00010,0.00001
0.10140,27.88664,99.42213,0.00025,0.00002
0.28135,27.92638,99.56382,0.00019,0.00002
0.18415,28.04990,100.00418,0.00000,0.00000
0.14202,27.91592,99.52652,0.00020,0.00002
0.12919,27.99909,99.82303,0.00007,0.00001
0.00255,28.04875,100.00007,0.00000,0.00000
0.05064,28.04888,100.00055,0.00000,0.00000
0.23874,27.05585,96.46019,0.00155,0.00013
0.58095,28.02488,99.91499,0.00004,0.00000
0.07026,27.96479,99.70075,0.00013,0.00001
0.53846,22.04406,78.59202,0.01150,0.00098
0.42739,12.40139,44.21374,0.05328,0.00453
0.02223,28.02537,99.91673,0.00004,0.00000
0.20341,27.98880,99.78634,0.00009,0.00001
0.32323,27.52185,98.12157,0.00081,0.00007
0.37277,25.49437,90.89317,0.00423,0.00036
0.28184,27.70280,98.76669,0.00053,0.00004
0.20334,0.50000,1.78261,2.32679,0.19770
0.39680,26.59437,94.81490,0.00231,0.00020
0.14956,27.59565,98.38470,0.00069,0.00006
0.37567,27.73194,98.87060,0.00048,0.00004
0.02037,28.03185,99.93983,0.00003,0.00000
0.10607,27.48636,97.99503,0.00086,0.00007
0.00295,28.04818,99.99806,0.00000,0.00000
0.43543,21.58252,76.94652,0.01265,0.00108
0.02662,28.04859,99.99952,0.00000,0.00000
0.43974,26.43636,94.25157,0.00258,0.00022
0.51166,27.76425,98.98579,0.00043,0.00004
0.01450,28.04821,99.99818,0.00000,0.00000
0.39696,28.01218,99.86971,0.00006,0.00000
0.38090,28.04988,100.00411,0.00000,0.00000
0.07568,27.99740,99.81701,0.00008,0.00001
0.25304,27.74730,98.92534,0.00046,0.00004
0.39787,25.74922,91.80176,0.00377,0.00032
0.36899,27.69067,98.72344,0.00055,0.00005
0.37836,27.23333,97.09294,0.00126,0.00011
0.38023,27.09973,96.61663,0.00148,0.00013
0.18699,27.82685,99.20898,0.00034,0.00003
0.58213,25.82561,92.07411,0.00364,0.00031
0.47845,26.34599,93.92938,0.00273,0.00023
0.14944,28.04037,99.97020,0.00001,0.00000
0.43463,25.18628,89.79474,0.00480,0.00041
0.11889,28.02686,99.92203,0.00003,0.00000
0.17696,27.66100,98.61766,0.00059,0.00005
0.26817,25.72172,91.70371,0.00382,0.00032
0.09363,28.01716,99.88746,0.00005,0.00000
0.37669,25.85193,92.16793,0.00359,0.00030
0.50487,27.43081,97.79699,0.00095,0.00008
0.32138,0.50000,1.78261,2.32679,0.19770
0.24663,27.12882,96.72032,0.00143,0.00012
0.56216,26.36689,94.00388,0.00269,0.00023
0.07307,27.97262,99.72868,0.00011,0.00001
0.05342,28.04999,100.00452,0.00000,0.00000
0.34831,27.92810,99.56994,0.00018,0.00002
0.40817,23.07004,82.24986,0.00911,0.00077
0.27919,27.83927,99.25326,0.00032,0.00003
0.35933,26.86985,95.79704,0.00185,0.00016
0.44341,26.39841,94.11625,0.00264,0.00022
0.39020,27.30115,97.33473,0.00116,0.00010
0.33431,25.77951,91.90974,0.00372,0.00032
0.37792,27.48266,97.98185,0.00087,0.00007
0.57875,27.60209,98.40764,0.00068,0.00006
0.17215,27.83858,99.25080,0.00032,0.00003
0.11592,27.28280,97.26931,0.00119,0.00010
0.20915,27.63149,98.51247,0.00064,0.00005
0.29141,28.00546,99.84576,0.00007,0.00001
0.25944,26.50955,94.51250,0.00245,0.00021
0.15693,27.96581,99.70439,0.00013,0.00001
0.50992,0.50000,1.78261,2.32679,0.19770
0.14804,28.00620,99.84838,0.00006,0.00001
0.23806,28.00890,99.85802,0.00006,0.00001
0.15622,26.81670,95.60755,0.00194,0.00016
0.10211,27.79696,99.10242,0.00038,0.00003
0.22194,27.99195,99.79758,0.00009,0.00001
0.41664,0.50000,1.78261,2.32679,0.19770
0.56473,0.50000,1.78261,2.32679,0.19770
0.22413,27.98971,99.78961,0.00009,0.00001
0.51127,0.50000,1.78261,2.32679,0.19770
0.16974,27.96882,99.71510,0.00012,0.00001
0.19384,28.02220,99.90545,0.00004,0.00000
0.15347,27.88277,99.40832,0.00025,0.00002
0.57968,26.39333,94.09814,0.00265,0.00023
0.10361,27.46585,97.92190,0.00090,0.00008
0.55511,27.85601,99.31292,0.00029,0.00002
0.21346,28.05000,100.00455,0.00000,0.00000
0.31081,27.33410,97.45220,0.00110,0.00009
0.43853,26.80513,95.56629,0.00196,0.00017
0.41686,27.32352,97.41448,0.00112,0.00010
0.06109,27.87641,99.38564,0.00026,0.00002
0.58775,27.00679,96.28527,0.00163,0.00014
0.51265,27.21225,97.01777,0.00130,0.00011
0.10306,28.01914,99.89451,0.00004,0.00000
0.58824,27.92213,99.54865,0.00019,0.00002
0.46589,26.94213,96.05473,0.00173,0.00015
0.15354,28.04877,100.00014,0.00000,0.00000
0.34380,28.02312,99.90871,0.00004,0.00000
0.47230,27.24190,97.12347,0.00125,0.00011
0.16020,27.45180,97.87184,0.00092,0.00008
0.41135,26.80992,95.58339,0.00195,0.00017
0.20110,27.89163,99.43992,0.00024,0.00002
0.57470,27.92732,99.56717,0.00018,0.00002
0.33076,0.50000,1.78261,2.32679,0.19770
0.07510,28.04574,99.98936,0.00000,0.00000
0.38351,27.00265,96.27051,0.00164,0.00014
0.59316,0.50000,1.78261,2.32679,0.19770
0.14657,28.01529,99.88080,0.00005,0.00000
0.55010,27.24256,97.12584,0.00125,0.00011
0.47321,19.58554,69.82685,0.01825,0.00155
0.55188,22.34867,79.67803,0.01077,0.00092
0.33304,27.81433,99.16432,0.00036,0.00003
0.14171,27.37254,97.58926,0.00104,0.00009
0.41567,27.41107,97.72663,0.00098,0.00008
0.10436,28.03918,99.96596,0.00001,0.00000
0.27968,0.50000,1.78261,2.32679,0.19770
0.58778,24.19206,86.25011,0.00673,0.00057
0.50197,26.50670,94.50233,0.00246,0.00021
0.31885,27.92082,99.54398,0.00019,0.00002
0.36229,26.96742,96.14492,0.00169,0.00014
0.42665,26.68175,95.12641,0.00216,0.00018
0.47820,26.13517,93.17774,0.00309,0.00026
0.14727,28.04170,99.97495,0.00001,0.00000
0.29814,27.98741,99.78141,0.00009,0.00001
0.52503,27.07344,96.52288,0.00152,0.00013
0.14779,27.56578,98.27819,0.00074,0.00006
0.00157,28.04935,100.00223,0.00000,0.00000
0.04003,28.04613,99.99075,0.00000,0.00000
0.30426,26.40892,94.15374,0.00262,0.00022
0.43532,28.04865,99.99972,0.00000,0.00000
0.23106,27.98132,99.75968,0.00010,0.00001
0.03842,28.04259,99.97812,0.00001,0.00000
0.04456,28.04975,100.00365,0.00000,0.00000
0.08623,27.92937,99.57449,0.00018,0.00002
0.16900,27.53028,98.15163,0.00080,0.00007
0.28921,27.98514,99.77329,0.00010,0.00001
0.58039,28.03247,99.94206,0.00002,0.00000
0.34953,21.24739,75.75170,0.01352,0.00115
0.41300,27.89949,99.46793,0.00023,0.00002
0.22331,27.97752,99.74613,0.00011,0.00001
0.09502,28.03933,99.96649,0.00001,0.00000
0.13594,28.04932,100.00211,0.00000,0.00000
0.49011,26.36591,94.00037,0.00270,0.00023
0.22598,25.76337,91.85221,0.00375,0.00032
0.02269,28.04115,99.97298,0.00001,0.00000
0.34035,27.59886,98.39613,0.00069,0.00006
0.58780,26.70179,95.19789,0.00213,0.00018
0.34853,0.50000,1.78261,2.32679,0.19770
0.10542,27.40784,97.71509,0.00099,0.00008
0.54191,26.01676,92.75560,0.00330,0.00028
0.56608,0.50000,1.78261,2.32679,0.19770
0.09066,27.94149,99.61768,0.00016,0.00001
0.58174,26.37091,94.01821,0.00269,0.00023
0.42128,0.50000,1.78261,2.32679,0.19770
0.36280,27.58018,98.32952,0.00072,0.00006
0.53006,25.46932,90.80383,0.00428,0.00036
0.01826,28.04914,100.00148,0.00000,0.00000
0.10814,28.04870,99.99992,0.00000,0.00000
0.51476,27.96208,99.69109,0.00013,0.00001
0.14634,27.87366,99.37587,0.00027,0.00002
0.04310,28.02390,99.91151,0.00004,0.00000
0.18025,27.94839,99.64227,0.00015,0.00001
0.48327,27.38601,97.63728,0.00102,0.00009
0.01779,28.03336,99.94522,0.00002,0.00000
0.17186,27.56089,98.26076,0.00075,0.00006
0.49948,21.55658,76.85405,0.01272,0.00108
0.31060,28.04317,99.98020,0.00001,0.00000
0.14878,27.69305,98.73194,0.00054,0.00005
0.08722,28.04997,100.00444,0.00000,0.00000
0.28541,26.03873,92.83393,0.00326,0.00028
0.35646,27.79541,99.09686,0.00038,0.00003
0.49648,27.99290,99.80097,0.00008,0.00001
0.15726,27.62997,98.50705,0.00064,0.00005
0.34645,23.17818,82.63540,0.00887,0.00075
0.05331,28.04842,99.99892,0.00000,0.00000
0.26612,27.80735,99.13945,0.00037,0.00003
0.39191,27.78202,99.04915,0.00041,0.00003
0.56245,27.75486,98.95232,0.00045,0.00004
0.34073,26.95411,96.09744,0.00171,0.00015
0.54296,0.50000,1.78261,2.32679,0.19770
0.12915,28.02313,99.90874,0.00004,0.00000
0.17805,26.78140,95.48170,0.00200,0.00017
0.26434,27.00102,96.26471,0.00164,0.00014
0.01531,28.04987,100.00407,0.00000,0.00000
0.16123,27.66037,98.61542,0.00059,0.00005
0.42434,24.02367,85.64976,0.00708,0.00060
0.37553,26.28147,93.69934,0.00284,0.00024
0.45865,28.04962,100.00320,0.00000,0.00000
0.19193,27.64185,98.54940,0.00062,0.00005
0.15934,27.90850,99.50008,0.00021,0.00002
0.38917,27.34609,97.49497,0.00109,0.00009
0.12801,28.01819,99.89115,0.00005,0.00000
0.58074,0.50000,1.78261,2.32679,0.19770
0.22148,27.64783,98.57071,0.00061,0.00005
0.54736,24.98044,89.06086,0.00519,0.00044
0.19455,22.75226,81.11691,0.00983,0.00084
0.29953,28.00083,99.82923,0.00007,0.00001
0.48081,23.50894,83.81466,0.00816,0.00069
0.04174,28.03707,99.95845,0.00002,0.00000
0.05993,28.04803,99.99754,0.00000,0.00000
0.12151,27.98523,99.77363,0.00010,0.00001
0.27612,26.69320,95.16726,0.00214,0.00018
0.16513,27.11253,96.66226,0.00146,0.00012
0.26928,27.30778,97.35838,0.00115,0.00010
0.46179,27.59681,98.38881,0.00069,0.00006
0.40147,25.74755,91.79578,0.00377,0.00032
0.18287,25.09135,89.45630,0.00498,0.00042
0.31423,27.34438,97.48884,0.00109,0.00009
0.13177,27.64043,98.54433,0.00062,0.00005
0.39718,28.01974,99.89666,0.00004,0.00000
0.40501,27.39674,97.67552,0.00101,0.00009
0.10054,27.95430,99.66337,0.00014,0.00001
0.48698,26.15371,93.24386,0.00306,0.00026
0.45198,27.73924,98.89661,0.00047,0.00004
0.47018,18.88745,67.33800,0.02048,0.00174
0.25929,27.78881,99.07334,0.00039,0.00003
0.58604,27.99087,99.79375,0.00009,0.00001
0.51309,28.04279,99.97884,0.00001,0.00000
0.07325,28.03102,99.93689,0.00003,0.00000
0.29244,27.88108,99.40230,0.00025,0.00002
0.56264,15.75387,56.16607,0.03296,0.00280
0.39937,27.36010,97.54488,0.00106,0.00009
0.51416,24.10004,85.92205,0.00692,0.00059
0.58396,16.54415,58.98361,0.02937,0.00250
0.21810,28.02234,99.90594,0.00004,0.00000
0.00809,28.04671,99.99280,0.00000,0.00000
0.08914,28.04988,100.00411,0.00000,0.00000
0.54684,27.15927,96.82888,0.00138,0.00012
0.38483,26.79015,95.51288,0.00198,0.00017
0.59735,0.50000,1.78261,2.32679,0.19770
0.08495,27.82051,99.18636,0.00035,0.00003
0.13434,28.02697,99.92243,0.00003,0.00000
0.24253,27.67948,98.68357,0.00056,0.00005
0.30518,26.56213,94.69995,0.00236,0.00020
0.50972,19.77264,70.49388,0.01768,0.00150
0.48367,13.97286,49.81638,0.04254,0.00361
0.10216,28.04983,100.00394,0.00000,0.00000
0.38340,27.66287,98.62433,0.00059,0.00005
0.19370,27.24292,97.12713,0.00125,0.00011
0.07800,27.54654,98.20959,0.00077,0.00007
0.13619,27.53552,98.17029,0.00079,0.00007
0.44087,27.60619,98.42227,0.00068,0.00006
0.53137,27.48854,98.00281,0.00086,0.00007
0.41180,28.04823,99.99822,0.00000,0.00000
0.43126,21.57998,76.93747,0.01266,0.00108
0.05436,28.04477,99.98589,0.00001,0.00000
0.48211,21.81765,77.78481,0.01206,0.00102
0.06495,27.99995,99.82611,0.00007,0.00001
0.14523,28.04922,100.00178,0.00000,0.00000
0.53061,27.39232,97.65978,0.00101,0.00009
0.10750,28.01161,99.86767,0.00006,0.00000
0.45673,26.91333,95.95206,0.00178,0.00015
0.55630,28.01816,99.89102,0.00005,0.00000
0.18103,27.71685,98.81679,0.00051,0.00004
0.40975,21.49958,76.65084,0.01286,0.00109
0.32164,24.05081,85.74655,0.00702,0.00060
0.43246,0.50000,1.78261,2.32679,0.19770
0.28579,28.02652,99.92082,0.00003,0.00000
0.19903,27.51309,98.09033,0.00082,0.00007
0.33368,27.68178,98.69177,0.00056,0.00005
0.21494,27.74758,98.92634,0.00046,0.00004
0.06434,28.00795,99.85463,0.00006,0.00001
0.56048,27.69472,98.73790,0.00054,0.00005
0.57723,0.50000,1.78261,2.32679,0.19770
0.41248,28.03202,99.94043,0.00003,0.00000
0.53541,0.50000,1.78261,2.32679,0.19770
0.41138,27.28062,97.26154,0.00119,0.00010
0.12526,27.83846,99.25037,0.00032,0.00003
0.21941,27.53514,98.16896,0.00079,0.00007
0.08368,28.04248,99.97773,0.00001,0.00000
0.26226,27.96976,99.71849,0.00012,0.00001
0.11907,27.76381,98.98421,0.00043,0.00004
0.41389,27.19330,96.95022,0.00133,0.00011
0.11227,27.98460,99.77139,0.00010,0.00001
0.28497,28.04733,99.99502,0.00000,0.00000
0.53436,27.75990,98.97028,0.00044,0.00004
0.22919,27.71910,98.82482,0.00050,0.00004
0.43520,18.88059,67.31353,0.02051,0.00174
0.03504,28.04874,100.00005,0.00000,0.00000
0.54791,17.69713,63.09425,0.02470,0.00210
0.08686,28.01016,99.86252,0.00006,0.00000
0.35967,26.72805,95.29149,0.00209,0.00018
0.13351,27.81750,99.17564,0.00035,0.00003
0.23846,27.89885,99.46568,0.00023,0.00002
0.36894,27.55207,98.22930,0.00076,0.00006
0.12272,27.67620,98.67187,0.00057,0.00005
0.00428,28.04867,99.99979,0.00000,0.00000
0.56346,28.03557,99.95308,0.00002,0.00000
0.33231,25.93807,92.47504,0.00344,0.00029
0.21864,27.97103,99.72299,0.00012,0.00001
0.35739,27.87720,99.38846,0.00026,0.00002
0.50364,27.75956,98.96907,0.00044,0.00004
0.05031,28.03733,99.95937,0.00002,0.00000
0.02332,28.04860,99.99957,0.00000,0.00000
0.45625,25.89630,92.32611,0.00351,0.00030
0.28527,28.02110,99.90152,0.00004,0.00000
0.07399,28.04999,100.00452,0.00000,0.00000
0.40574,27.82399,99.19878,0.00034,0.00003
0.56760,0.50000,1.78261,2.32679,0.19770
0.05918,27.89599,99.45547,0.00023,0.00002
0.01860,28.04994,100.00434,0.00000,0.00000
0.43970,26.86397,95.77609,0.00186,0.00016
0.22898,27.90960,99.50400,0.00021,0.00002
0.30439,25.09248,89.46034,0.00498,0.00042
0.41627,25.98664,92.64820,0.00335,0.00028
0.34954,28.01458,99.87825,0.00005,0.00000
0.56226,25.29701,90.18952,0.00459,0.00039
0.29329,26.98515,96.20811,0.00166,0.00014
0.13190,28.02880,99.92897,0.00003,0.00000
0.47048,28.04854,99.99935,0.00000,0.00000
0.29804,0.50000,1.78261,2.32679,0.19770
0.55352,26.49471,94.45958,0.00248,0.00021
0.57478,17.43498,62.15962,0.02571,0.00218
0.00758,28.04778,99.99662,0.00000,0.00000
0.14894,27.92401,99.55537,0.00019,0.00002
0.37494,28.01756,99.88889,0.00005,0.00000
0.53364,28.04701,99.99390,0.00000,0.00000
0.40062,27.18995,96.93827,0.00133,0.00011
0.11316,27.59340,98.37667,0.00070,0.00006
0.27944,27.80932,99.14645,0.00036,0.00003
0.30499,27.59416,98.37936,0.00070,0.00006
0.15120,27.86223,99.33509,0.00028,0.00002
0.26401,27.95631,99.67052,0.00014,0.00001
0.38537,0.50000,1.78261,2.32679,0.19770
0.51410,23.62575,84.23111,0.00791,0.00067
0.50885,23.95353,85.39972,0.00722,0.00061
0.23855,27.79405,99.09202,0.00039,0.00003
0.29502,27.28019,97.26002,0.00119,0.00010
0.29795,26.22536,93.49929,0.00294,0.00025
0.45158,0.50000,1.78261,2.32679,0.19770
0.45116,27.69539,98.74028,0.00054,0.00005
0.28292,27.86313,99.33831,0.00028,0.00002
0.35016,0.50000,1.78261,2.32679,0.19770
0.31826,27.12192,96.69575,0.00144,0.00012
0.22315,27.94644,99.63533,0.00015,0.00001
0.38968,28.00233,99.83459,0.00007,0.00001
0.41637,28.04648,99.99198,0.00000,0.00000
0.47055,26.47968,94.40600,0.00250,0.00021
0.55808,21.83795,77.85720,0.01201,0.00102
0.42747,27.39358,97.66427,0.00101,0.00009
0.31383,27.06190,96.48176,0.00154,0.00013
0.20953,28.01629,99.88438,0.00005,0.00000
0.13898,27.44932,97.86299,0.00092,0.00008
0.38729,25.47236,90.81468,0.00427,0.00036
0.13500,27.46669,97.92491,0.00089,0.00008
0.26120,0.50000,1.78261,2.32679,0.19770
0.35957,28.04773,99.99644,0.00000,0.00000
0.44295,27.88877,99.42972,0.00024,0.00002
0.49350,27.64726,98.56870,0.00061,0.00005
0.46726,27.59348,98.37695,0.00070,0.00006
0.32122,27.62078,98.47427,0.00065,0.00006
0.18608,27.62539,98.49070,0.00065,0.00005
0.00307,28.04859,99.99953,0.00000,0.00000
0.58122,28.04949,100.00273,0.00000,0.00000
0.44937,25.30616,90.22215,0.00458,0.00039
0.30321,28.04919,100.00167,0.00000,0.00000
0.10124,27.78707,99.06713,0.00040,0.00003
0.18853,26.31621,93.82321,0.00278,0.00024
0.41847,27.63736,98.53339,0.00063,0.00005
0.18263,27.63814,98.53618,0.00063,0.00005
0.10679,27.91783,99.53332,0.00020,0.00002
