Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta
Na2NbMnS3I3,1.33407,-1.15267,0.46533,30.00000,0.84339,0.08000,0.90563,0.31807,25.17548,0.03700,0.03298,0.06040,25.33825,0.03685,127.00000,175.00000,-48.00000
K2TaMnSe3I3,1.34863,-1.24149,0.76364,30.00000,0.85000,0.11000,0.96524,0.30742,25.40457,0.03687,0.03290,0.05728,25.37038,0.03685,127.00000,112.00000,15.00000
K2TaCuSe3Cl3,1.36551,-1.41121,0.68313,30.00000,0.85000,0.61000,0.96885,0.36148,25.40129,0.03685,0.03288,0.05482,25.35679,0.03685,127.00000,91.00000,36.00000
K2SnFeO3I3,1.44201,-1.32003,0.45236,30.00000,0.85000,0.78000,0.98579,0.37083,25.27991,0.03684,0.03289,0.04938,25.23913,0.03685,127.00000,83.00000,44.00000
K2WSbSe3I3,1.35191,-0.91036,0.48384,30.00000,0.83142,0.11000,0.98049,0.28708,24.83969,0.03726,0.03319,0.05758,25.34809,0.03685,127.00000,311.00000,-184.00000
K2TiMoS6,1.31012,-1.48533,0.20856,30.00000,0.85000,0.00000,1.00953,0.32473,25.32328,0.03685,0.03285,0.06600,25.34078,0.03685,127.00000,93.00000,34.00000
K2TaZnSe3Br3,1.33341,-1.43102,0.57023,30.00000,0.85000,0.41000,0.95964,0.35025,25.37418,0.03687,0.03288,0.06025,25.33816,0.03685,127.00000,110.00000,17.00000
K2CrMnO3S3,1.46331,-1.70145,0.05854,30.00000,0.85000,0.86000,1.02452,0.38889,25.21194,0.03681,0.03285,0.04864,25.19713,0.03685,127.00000,55.00000,72.00000
Na2SbZnS3I3,1.44573,-0.88880,0.46140,30.00000,0.85000,0.08000,0.89637,0.33168,25.27115,0.03684,0.03289,0.04926,25.25085,0.03685,127.00000,90.00000,37.00000
K2NbMnSe3I3,1.34466,-1.22141,0.49638,30.00000,0.85000,0.11000,0.96524,0.30742,25.40204,0.03683,0.03286,0.05789,25.32648,0.03685,127.00000,72.00000,55.00000
Na2MnSbO3I3,1.33435,-1.32940,0.49331,30.00000,0.81804,0.78000,0.93113,0.34583,24.39468,0.03761,0.03346,0.06175,25.33735,0.03686,143.00000,483.00000,-340.00000
Na2SnNbS3I3,1.44116,-1.03193,0.47232,30.00000,0.85000,0.08000,0.89804,0.32921,25.28339,0.03684,0.03289,0.04943,25.27353,0.03686,143.00000,84.00000,59.00000
Na2CrMnO3S3,1.48058,-1.65130,0.03914,30.00000,0.85000,0.86000,0.94595,0.38889,25.15864,0.03686,0.03287,0.04830,25.11787,0.03686,143.00000,99.00000,44.00000
K2TiBiSe3I3,1.45303,-1.23002,0.47379,30.00000,0.85000,0.11000,0.95131,0.32656,25.24464,0.03686,0.03290,0.04911,25.27040,0.03686,143.00000,101.00000,42.00000
K2WSbSe3Cl3,1.45092,-1.25480,0.30477,30.00000,0.81986,0.61000,1.00185,0.31662,24.33536,0.03754,0.03343,0.05033,25.22664,0.03686,143.00000,454.00000,-311.00000
K2TaCuSe3I3,1.34402,-1.15949,0.76344,30.00000,0.85000,0.11000,0.95045,0.32775,25.40073,0.03687,0.03290,0.05813,25.33837,0.03686,143.00000,116.00000,27.00000
Na2WSbS3I3,1.44269,-0.94374,0.45608,30.00000,0.82660,0.08000,0.92032,0.29703,24.56500,0.03739,0.03331,0.05030,25.28999,0.03686,143.00000,383.00000,-240.00000
Na2VMnO3I3,1.45430,-1.86982,0.49634,30.00000,0.80567,0.78000,0.94281,0.32917,23.89372,0.03794,0.03374,0.05088,25.27053,0.03686,143.00000,643.00000,-500.00000
Na2MnCuF3I3,1.43814,-1.91976,0.45494,30.00000,0.79257,1.32000,0.91048,0.39174,23.54903,0.03824,0.03397,0.05198,25.23915,0.03686,143.00000,763.00000,-620.00000
Na2NbTaS6,1.42714,-1.41601,0.75532,30.00000,0.85000,0.00000,0.92095,0.34783,25.32905,0.03687,0.03292,0.05001,25.32668,0.03686,143.00000,111.00000,32.00000
K2NbZnSe3I3,1.36485,-1.19301,0.49128,30.00000,0.85000,0.11000,0.94874,0.33014,25.40186,0.03681,0.03286,0.05485,25.33369,0.03686,143.00000,59.00000,84.00000
K2WSbS3I3,1.45925,-1.02050,0.44789,30.00000,0.84830,0.08000,0.98779,0.29703,25.16828,0.03691,0.03293,0.04893,25.23535,0.03686,143.00000,130.00000,13.00000
K2TaMnSe3Cl3,1.41213,-1.56983,0.68237,30.00000,0.84392,0.61000,0.98507,0.33905,25.17702,0.03697,0.03300,0.05088,25.28290,0.03686,143.00000,156.00000,-13.00000
K2SnSbSe3Br3,1.46092,-1.13466,0.26755,30.00000,0.85000,0.41000,0.97616,0.32741,25.21727,0.03684,0.03287,0.04878,25.22231,0.03686,143.00000,87.00000,56.00000
Na2TaCuO3I3,1.35467,-1.67856,0.84228,30.00000,0.83619,0.78000,0.90771,0.38056,24.98318,0.03721,0.03316,0.05706,25.38284,0.03686,143.00000,275.00000,-132.00000
Na2MoSbSe3F3,1.44506,-1.76115,0.40487,30.00000,0.77868,1.43000,0.95807,0.36170,23.10409,0.03862,0.03426,0.05234,25.26479,0.03686,143.00000,873.00000,-730.00000
Na2CrWS3I3,1.43725,-1.08216,0.42982,30.00000,0.82984,0.08000,0.91769,0.30074,24.68359,0.03730,0.03324,0.05039,25.26854,0.03686,143.00000,331.00000,-188.00000
K2SbZnSe3Br3,1.47107,-1.17415,0.24099,30.00000,0.85000,0.41000,0.96691,0.34010,25.18656,0.03686,0.03288,0.04850,25.12481,0.03686,143.00000,103.00000,40.00000
K2MoMnS6,1.43720,-1.23351,0.19969,30.00000,0.85000,0.00000,1.00131,0.33560,25.29746,0.03679,0.03284,0.04949,25.22966,0.03687,161.00000,31.00000,130.00000
K2NbZnS3I3,1.44414,-1.20868,0.44939,30.00000,0.85000,0.08000,0.95499,0.34158,25.27368,0.03684,0.03289,0.04931,25.24549,0.03687,161.00000,85.00000,76.00000
K2MnBiO3S3,1.45341,-1.70073,0.17823,30.00000,0.85000,0.86000,0.99254,0.43364,25.24326,0.03681,0.03286,0.04900,25.20867,0.03687,161.00000,58.00000,103.00000
K2SnZnF3I3,1.45636,-2.03691,0.44408,30.00000,0.82873,1.32000,0.97191,0.40741,24.58925,0.03736,0.03328,0.04981,25.24534,0.03687,161.00000,368.00000,-207.00000
Na2NbTaS3Se3,1.38225,-1.24349,0.74421,30.00000,0.85000,0.03000,0.91508,0.33508,25.39259,0.03684,0.03289,0.05293,25.36016,0.03687,161.00000,86.00000,75.00000
Li2MoWS3Se3,1.44212,-1.02639,0.36274,30.00000,0.65947,0.03000,0.75368,0.31152,19.47608,0.04246,0.03717,0.05918,25.24690,0.03687,161.00000,1715.00000,-1554.00000
Na2NbSbS3Se3,1.44786,-0.99883,0.35010,30.00000,0.85000,0.03000,0.92231,0.32461,25.25709,0.03683,0.03288,0.04918,25.22767,0.03687,161.00000,75.00000,86.00000
K2SnMoS3Se3,1.31419,-1.01362,0.34825,30.00000,0.85000,0.03000,0.98440,0.33508,25.32625,0.03686,0.03287,0.06492,25.31297,0.03687,161.00000,106.00000,55.00000
K2TaMnSe3Br3,1.34285,-1.52318,0.57672,30.00000,0.84893,0.41000,0.97709,0.32614,25.36864,0.03687,0.03289,0.05834,25.28606,0.03687,161.00000,113.00000,48.00000
K2MnSbO3Br3,1.29181,-1.59825,0.13549,30.00000,0.85000,0.48000,1.01959,0.37054,25.26753,0.03688,0.03285,0.07214,25.25534,0.03687,161.00000,118.00000,43.00000
Na2TaZnO3I3,1.42055,-1.71633,0.83242,30.00000,0.83721,0.78000,0.90589,0.38333,24.95524,0.03717,0.03315,0.05083,25.33058,0.03688,171.00000,255.00000,-84.00000
K2TiSbSe3Cl3,1.46643,-1.65373,0.29229,30.00000,0.82141,0.61000,1.00085,0.31794,24.33487,0.03753,0.03341,0.04974,25.16908,0.03688,171.00000,447.00000,-276.00000
K2WSbSe3F3,1.46994,-1.83119,0.32767,30.00000,0.78337,1.43000,1.03468,0.36474,23.16863,0.03853,0.03419,0.05137,25.14916,0.03688,171.00000,842.00000,-671.00000
Na2NbCuO3I3,1.31287,-1.58531,0.49601,30.00000,0.83619,0.78000,0.90771,0.38056,24.90024,0.03721,0.03314,0.06611,25.29574,0.03688,171.00000,277.00000,-106.00000
K2SnMnCl3I3,1.31293,-1.33185,0.41893,30.00000,0.84477,0.50000,0.96442,0.33292,25.16386,0.03700,0.03297,0.06561,25.29464,0.03688,171.00000,173.00000,-2.00000
Na2MnCuCl3I3,1.29535,-1.22066,0.41975,30.00000,0.81853,0.50000,0.89160,0.34289,24.31215,0.03768,0.03346,0.07295,25.28841,0.03688,171.00000,525.00000,-354.00000
K2MoSbO3I3,1.43874,-1.39830,0.54015,30.00000,0.81778,0.78000,1.01564,0.33056,24.31156,0.03762,0.03348,0.05083,25.26001,0.03688,171.00000,485.00000,-314.00000
K2MoFeSe3Cl3,1.29908,-1.31249,0.30945,30.00000,0.83036,0.61000,0.99487,0.32586,24.68633,0.03735,0.03323,0.07082,25.27577,0.03688,171.00000,363.00000,-192.00000
Na2TaCuO3Br3,1.44905,-1.82298,0.60584,30.00000,0.85000,0.48000,0.91789,0.40774,25.25377,0.03687,0.03291,0.04924,25.26660,0.03688,171.00000,115.00000,56.00000
Na2MoSbO3I3,1.45296,-1.35755,0.55424,30.00000,0.80679,0.78000,0.94182,0.33056,23.93090,0.03792,0.03372,0.05091,25.24519,0.03688,171.00000,635.00000,-464.00000
K2MnBiO3Cl3,1.46200,-1.71376,0.16458,30.00000,0.85000,0.28000,0.99439,0.43769,25.21371,0.03683,0.03286,0.04870,25.18213,0.03688,171.00000,74.00000,97.00000
Na2NbMnSe3I3,1.30625,-1.13824,0.50666,30.00000,0.82423,0.11000,0.90054,0.30742,24.52337,0.03752,0.03337,0.06886,25.33665,0.03688,171.00000,435.00000,-264.00000
Na2MnZnBr3I3,1.30060,-1.18169,0.35005,30.00000,0.82293,0.30000,0.88500,0.33293,24.46011,0.03753,0.03337,0.07079,25.29841,0.03688,171.00000,443.00000,-272.00000
Na2TiSbSe3Cl3,1.46558,-1.43468,0.29546,30.00000,0.80430,0.61000,0.93007,0.31794,23.82249,0.03796,0.03374,0.05049,25.15465,0.03688,171.00000,652.00000,-481.00000
K2TiWS3Se3,1.46468,-1.35486,0.27077,30.00000,0.85000,0.03000,0.99910,0.31545,25.20830,0.03685,0.03288,0.04866,25.15794,0.03688,171.00000,96.00000,75.00000
Na2TaZnO3F3,1.41313,-2.53978,0.85007,30.00000,0.85000,0.54000,0.94915,0.50923,25.36224,0.03686,0.03292,0.05065,25.30658,0.03689,186.00000,104.00000,82.00000
K2SbZnSe3I3,1.41200,-1.01062,0.49184,30.00000,0.85000,0.11000,0.95562,0.32057,25.36482,0.03680,0.03287,0.05058,25.29876,0.03689,186.00000,47.00000,139.00000
K2FeMnF3I3,1.45255,-2.02858,0.43786,30.00000,0.80104,1.32000,1.00026,0.36752,23.75903,0.03804,0.03382,0.05114,25.23479,0.03689,186.00000,685.00000,-499.00000
Na2TaCuS3I3,1.36134,-1.04736,0.79647,30.00000,0.85000,0.08000,0.89140,0.33911,25.40700,0.03686,0.03290,0.05538,25.34458,0.03689,186.00000,107.00000,79.00000
K2NbTaSe6,1.42891,-1.28026,0.71754,30.00000,0.85000,0.00000,0.97699,0.32323,25.32339,0.03686,0.03291,0.04994,25.27913,0.03689,186.00000,108.00000,78.00000
Na2FeSbO3I3,1.45072,-1.30963,0.49137,30.00000,0.81804,0.78000,0.93113,0.34583,24.27933,0.03762,0.03349,0.05047,25.23318,0.03689,186.00000,488.00000,-302.00000
K2TaZnSe3I3,1.38487,-1.22488,0.75605,30.00000,0.85000,0.11000,0.94874,0.33014,25.39219,0.03684,0.03290,0.05270,25.34700,0.03689,186.00000,89.00000,97.00000
K2MnSbO3I3,1.34501,-1.44963,0.48125,30.00000,0.83458,0.78000,1.00411,0.34583,24.92500,0.03718,0.03313,0.05859,25.32261,0.03689,186.00000,262.00000,-76.00000
Na2TaMnS3I3,1.40458,-1.18157,0.79709,30.00000,0.84339,0.08000,0.90563,0.31807,25.17243,0.03701,0.03302,0.05138,25.32047,0.03689,186.00000,179.00000,7.00000
K2MnCuF3I3,1.47178,-2.00256,0.44389,30.00000,0.81959,1.32000,0.98286,0.39174,24.26391,0.03763,0.03347,0.04977,25.16785,0.03690,195.00000,494.00000,-299.00000
Na2TaCuO3F3,1.40039,-2.64734,0.86808,30.00000,0.85000,0.54000,0.95147,0.50554,25.37364,0.03686,0.03292,0.05149,25.33654,0.03690,195.00000,109.00000,86.00000
K2TiCrS3I3,1.30221,-1.33841,0.43505,30.00000,0.85000,0.08000,0.98403,0.30198,25.29655,0.03690,0.03289,0.06858,25.28499,0.03690,195.00000,127.00000,68.00000
K2CrWSe6,1.28747,-1.15215,0.34756,30.00000,0.85000,0.00000,0.98927,0.30682,25.24941,0.03693,0.03288,0.07391,25.26471,0.03690,195.00000,140.00000,55.00000
Na2TaMnSe3Cl3,1.31008,-1.47230,0.70530,30.00000,0.81965,0.61000,0.91541,0.33905,24.39384,0.03765,0.03348,0.06801,25.30371,0.03690,195.00000,511.00000,-316.00000
Na2TiWS3Se3,1.30266,-1.19286,0.27253,30.00000,0.85000,0.03000,0.92874,0.31545,25.29653,0.03687,0.03286,0.06834,25.26850,0.03690,195.00000,114.00000,81.00000
Na2SnMnCl3I3,1.31061,-1.26763,0.42721,30.00000,0.81298,0.50000,0.89827,0.33292,24.18833,0.03777,0.03357,0.06814,25.30280,0.03690,195.00000,573.00000,-378.00000
K2TiCrO3S3,1.28719,-2.04867,0.06686,30.00000,0.85000,0.86000,1.03371,0.37654,25.24764,0.03689,0.03284,0.07388,25.23067,0.03690,195.00000,124.00000,71.00000
K2TiSbS3I3,1.46130,-1.25205,0.46457,30.00000,0.84980,0.08000,0.98685,0.29827,25.20732,0.03688,0.03291,0.04882,25.22002,0.03690,195.00000,120.00000,75.00000
Na2CrWS3Se3,1.29741,-1.12865,0.27184,30.00000,0.85000,0.03000,0.92689,0.31806,25.28575,0.03689,0.03287,0.07017,25.26178,0.03690,195.00000,123.00000,72.00000
Na2TaFeS3Br3,1.32586,-1.26688,0.56334,30.00000,0.84148,0.38000,0.91500,0.33816,25.09374,0.03708,0.03304,0.06246,25.31841,0.03690,195.00000,210.00000,-15.00000
Na2FeMnF3I3,1.44690,-1.97804,0.44872,30.00000,0.78219,1.32000,0.92660,0.36752,23.20657,0.03854,0.03419,0.05214,25.23169,0.03690,195.00000,845.00000,-650.00000
Na2SnBiSe3I3,1.44692,-0.88123,0.48044,30.00000,0.84726,0.11000,0.87415,0.34689,25.17875,0.03691,0.03294,0.04934,25.23199,0.03691,207.00000,131.00000,76.00000
Na2TaCuS3Br3,1.31583,-1.17601,0.56790,30.00000,0.85000,0.38000,0.89995,0.36053,25.32885,0.03690,0.03290,0.06457,25.28260,0.03691,207.00000,126.00000,81.00000
Na2TiCrO3S3,1.48592,-2.03913,0.04791,30.00000,0.84746,0.86000,0.95444,0.37654,25.05776,0.03693,0.03292,0.04840,25.07827,0.03691,207.00000,141.00000,66.00000
Na2FeZnF3I3,1.30235,-1.93753,0.44235,30.00000,0.79348,1.32000,0.90862,0.39459,23.56311,0.03830,0.03396,0.07217,25.27056,0.03691,207.00000,780.00000,-573.00000
K2VCuO3I3,1.44306,-1.60736,0.48631,30.00000,0.84146,0.78000,0.99895,0.35278,25.01699,0.03704,0.03304,0.04970,25.23542,0.03691,207.00000,196.00000,11.00000
Na2TaCuO3Cl3,1.46037,-2.02018,0.77069,30.00000,0.85000,0.28000,0.92480,0.42679,25.21908,0.03693,0.03295,0.04893,25.23782,0.03691,207.00000,138.00000,69.00000
Na2VZnSe3Cl3,1.27703,-1.34387,0.25816,30.00000,0.81881,0.61000,0.91631,0.33773,24.25833,0.03770,0.03344,0.08045,25.20235,0.03691,207.00000,540.00000,-333.00000
K2SnWSe6,1.30330,-0.99256,0.35769,30.00000,0.85000,0.00000,0.97513,0.32576,25.29764,0.03689,0.03288,0.06816,25.23773,0.03691,207.00000,121.00000,86.00000
K2TaCuO3I3,1.43976,-1.75300,0.81635,30.00000,0.85000,0.78000,0.97885,0.38056,25.29246,0.03690,0.03293,0.04959,25.24304,0.03691,207.00000,128.00000,79.00000
K2VNbS6,1.28500,-1.45017,0.20107,30.00000,0.85000,0.00000,1.01265,0.32065,25.24244,0.03692,0.03286,0.07477,25.23134,0.03692,216.00000,133.00000,83.00000
K2MnSbF3I3,1.47185,-2.09072,0.47636,30.00000,0.78898,1.32000,1.00973,0.35470,23.33447,0.03842,0.03409,0.05110,25.20523,0.03692,216.00000,805.00000,-589.00000
K2NbCuO3Cl3,1.49395,-1.99637,0.14852,30.00000,0.85000,0.28000,1.00199,0.42679,25.08811,0.03692,0.03291,0.04821,25.10601,0.03692,216.00000,134.00000,82.00000
Na2MnSbF3I3,1.46135,-2.00622,0.48802,30.00000,0.77469,1.32000,0.93537,0.35470,22.92907,0.03878,0.03438,0.05203,25.18193,0.03692,216.00000,911.00000,-695.00000
Na2TaFeSe3I3,1.43727,-1.08128,0.78079,30.00000,0.82423,0.11000,0.90054,0.30742,24.51369,0.03750,0.03339,0.05073,25.28449,0.03692,216.00000,429.00000,-213.00000
K2WSbO3I3,1.49111,-1.39015,0.46777,30.00000,0.82101,0.78000,1.01352,0.33333,24.23044,0.03766,0.03348,0.04948,25.11118,0.03692,216.00000,514.00000,-298.00000
Na2CuZnF3I3,1.29146,-1.90049,0.44854,30.00000,0.79852,1.32000,0.89311,0.41880,23.68527,0.03820,0.03386,0.07565,25.30093,0.03692,216.00000,748.00000,-532.00000
K2SnVS3I3,1.29592,-1.15407,0.46368,30.00000,0.85000,0.08000,0.98217,0.30446,25.28126,0.03693,0.03289,0.07081,25.26988,0.03692,216.00000,136.00000,80.00000
Na2WSbSe3I3,1.29711,-0.90424,0.49203,30.00000,0.80733,0.11000,0.91477,0.28708,23.97187,0.03797,0.03370,0.07306,25.29656,0.03692,216.00000,658.00000,-442.00000
Na2TaZnO3Br3,1.45822,-1.84257,0.59435,30.00000,0.85000,0.48000,0.91596,0.41071,25.22236,0.03689,0.03292,0.04893,25.21053,0.03693,225.00000,125.00000,100.00000
Na2WFeSe3I3,1.46721,-0.96019,0.46646,30.00000,0.81671,0.11000,0.90718,0.29785,24.18894,0.03768,0.03353,0.04998,25.17183,0.03693,225.00000,531.00000,-306.00000
Na2SnMnS3Se3,1.29188,-0.98559,0.26762,30.00000,0.85000,0.03000,0.90532,0.34948,25.26701,0.03690,0.03287,0.07218,25.25681,0.03693,225.00000,129.00000,96.00000
Na2SnSbS3I3,1.47138,-0.87256,0.47367,30.00000,0.84427,0.08000,0.90478,0.31931,25.00966,0.03703,0.03302,0.04879,25.14022,0.03693,225.00000,189.00000,36.00000
Na2TaCuSe3Cl3,1.31728,-1.28614,0.70579,30.00000,0.83186,0.61000,0.90033,0.36148,24.77351,0.03735,0.03325,0.06526,25.30573,0.03693,225.00000,361.00000,-136.00000
Na2MoFeO3Cl3,1.49633,-1.59708,0.18543,30.00000,0.85000,0.28000,0.95288,0.38474,25.07510,0.03694,0.03292,0.04824,25.08233,0.03693,225.00000,142.00000,83.00000
K2TaCuS3I3,1.43819,-1.17098,0.77394,30.00000,0.85000,0.08000,0.95675,0.33911,25.29329,0.03689,0.03293,0.04965,25.23006,0.03694,231.00000,122.00000,109.00000
K2SbZnO3Br3,1.26804,-1.44814,0.13445,30.00000,0.85000,0.48000,0.99898,0.39881,25.17803,0.03695,0.03286,0.08258,25.16339,0.03694,231.00000,145.00000,86.00000
K2WFeSe3I3,1.49094,-1.03444,0.45857,30.00000,0.84419,0.11000,0.97235,0.29785,24.93077,0.03710,0.03305,0.04857,25.12745,0.03694,231.00000,220.00000,11.00000
K2MoMnS3Se3,1.27810,-1.10247,0.32583,30.00000,0.85000,0.03000,0.99317,0.32330,25.22192,0.03696,0.03288,0.07775,25.24113,0.03694,231.00000,147.00000,84.00000
Na2SnSbO3I3,1.47851,-1.27618,0.49799,30.00000,0.82574,0.78000,0.92256,0.35833,24.42699,0.03750,0.03338,0.04939,25.16928,0.03694,231.00000,430.00000,-199.00000
Na2MoBiS3I3,1.30106,-0.92724,0.48905,30.00000,0.85000,0.08000,0.89471,0.33416,25.29180,0.03691,0.03289,0.06901,25.24652,0.03694,231.00000,132.00000,99.00000
K2TiWSe6,1.30449,-1.27723,0.34850,30.00000,0.85000,0.00000,0.99118,0.30429,25.30470,0.03688,0.03287,0.06777,25.26055,0.03694,231.00000,117.00000,114.00000
Na2TiSbSe3I3,1.28463,-1.03900,0.51374,30.00000,0.80842,0.11000,0.91392,0.28828,23.97124,0.03798,0.03368,0.07786,25.23698,0.03694,231.00000,666.00000,-435.00000
Na2SnWSe6,1.27832,-0.98066,0.36240,30.00000,0.85000,0.00000,0.90779,0.32576,25.22349,0.03697,0.03288,0.07767,25.24492,0.03694,231.00000,150.00000,81.00000
Na2TaMnSe3I3,1.31917,-1.14547,0.78249,30.00000,0.82423,0.11000,0.90054,0.30742,24.54422,0.03754,0.03341,0.06527,25.31690,0.03694,231.00000,453.00000,-222.00000
Na2CrMoO3Br3,1.49264,-1.62139,0.15892,30.00000,0.85000,0.48000,0.95107,0.35863,25.09357,0.03692,0.03291,0.04823,25.08168,0.03694,231.00000,135.00000,96.00000
K2TaFeSe3I3,1.47377,-1.22280,0.76202,30.00000,0.85000,0.11000,0.96524,0.30742,25.17947,0.03696,0.03296,0.04859,25.18166,0.03694,231.00000,148.00000,83.00000
Na2WFeSe3Br3,1.28012,-1.09351,0.21759,30.00000,0.81470,0.41000,0.91644,0.31599,24.14502,0.03778,0.03351,0.07926,25.23986,0.03694,231.00000,578.00000,-347.00000
K2WFeSe3Br3,1.49817,-1.24039,0.21840,30.00000,0.83831,0.41000,0.98463,0.31599,24.71484,0.03722,0.03314,0.04868,25.04111,0.03695,244.00000,285.00000,-41.00000
Na2NbZnSe3I3,1.28233,-1.09935,0.50124,30.00000,0.83903,0.11000,0.88516,0.33014,24.89970,0.03724,0.03310,0.07684,25.26899,0.03695,244.00000,295.00000,-51.00000
Na2VFeSe3F3,1.48269,-2.14973,0.28955,30.00000,0.77760,1.43000,0.95914,0.36018,22.95079,0.03872,0.03431,0.05136,25.10431,0.03695,244.00000,900.00000,-656.00000
K2TiInSe3I3,1.39709,-1.35323,1.37254,30.00000,0.85000,0.11000,0.94450,0.33612,25.37214,0.03695,0.03299,0.05188,25.39177,0.03696,247.00000,143.00000,104.00000
Na2MnBiO3Cl3,1.50312,-1.69781,0.15953,30.00000,0.85000,0.28000,0.91778,0.43769,25.04569,0.03695,0.03293,0.04819,25.00877,0.03696,247.00000,146.00000,101.00000
Na2TiInSe3Br3,1.41995,-1.42738,1.33552,30.00000,0.83899,0.41000,0.88901,0.35660,25.01184,0.03721,0.03319,0.05094,25.28901,0.03696,247.00000,279.00000,-32.00000
Na2MoSbO3Br3,1.49898,-1.43216,0.23265,30.00000,0.85000,0.48000,0.95421,0.35417,25.06692,0.03695,0.03294,0.04823,25.03536,0.03696,247.00000,144.00000,103.00000
K2SnTaSe3I3,1.46317,-1.26578,0.74969,30.00000,0.85000,0.11000,0.95735,0.31818,25.21292,0.03693,0.03295,0.04885,25.18548,0.03696,247.00000,139.00000,108.00000
Na2SnMnF3I3,1.48944,-2.00086,0.46000,30.00000,0.78829,1.32000,0.91800,0.38034,23.24554,0.03849,0.03413,0.05091,25.08906,0.03696,247.00000,836.00000,-589.00000
K2TiCrO3Se3,1.50744,-2.08241,0.26040,30.00000,0.83616,0.89000,1.02377,0.36095,24.60820,0.03732,0.03320,0.04871,25.02075,0.03697,253.00000,337.00000,-84.00000
Na2FeMnO3Se3,1.49964,-1.38603,0.24194,30.00000,0.84003,0.89000,0.93271,0.38166,24.75937,0.03719,0.03312,0.04861,25.03865,0.03697,253.00000,264.00000,-11.00000
Na2NbFeO3Cl3,1.51191,-2.07475,0.12297,30.00000,0.85000,0.28000,0.94228,0.40031,25.00672,0.03698,0.03294,0.04815,24.99175,0.03697,253.00000,159.00000,94.00000
K2VMnSe3Br3,1.27477,-1.44874,0.21914,30.00000,0.82052,0.41000,0.99616,0.30076,24.30279,0.03766,0.03341,0.08144,25.22679,0.03697,253.00000,515.00000,-262.00000
Na2SnMnBr3I3,1.27306,-1.17429,0.36827,30.00000,0.81582,0.30000,0.89305,0.32091,24.15455,0.03780,0.03352,0.08275,25.18228,0.03697,253.00000,583.00000,-330.00000
K2WSbO3Br3,1.49362,-1.43042,0.18555,30.00000,0.85000,0.48000,1.02965,0.35714,25.09009,0.03693,0.03292,0.04823,25.03381,0.03697,253.00000,137.00000,116.00000
Na2VZnO3I3,1.48315,-1.55712,0.48897,30.00000,0.82414,0.78000,0.92446,0.35556,24.36324,0.03755,0.03341,0.04945,25.11718,0.03697,253.00000,461.00000,-208.00000
K2VFeO3Br3,1.50989,-1.87138,0.08361,30.00000,0.85000,0.48000,1.03304,0.35268,25.01615,0.03697,0.03293,0.04813,24.96788,0.03697,253.00000,153.00000,100.00000
Na2MoInS3I3,1.35778,-0.97930,1.54269,30.00000,0.85000,0.08000,0.88812,0.34406,25.41419,0.03700,0.03301,0.05614,25.36681,0.03698,261.00000,176.00000,85.00000
K2MnInO3Br3,1.41430,-1.67158,1.52356,30.00000,0.85000,0.48000,0.97715,0.43006,25.36070,0.03698,0.03302,0.05077,25.31783,0.03698,261.00000,161.00000,100.00000
K2WMnSe6,1.27081,-1.09176,0.34252,30.00000,0.85000,0.00000,0.98356,0.31439,25.18899,0.03699,0.03289,0.08125,25.16686,0.03698,261.00000,165.00000,96.00000
Na2TaMnO3I3,1.46513,-1.94983,0.84350,30.00000,0.82495,0.78000,0.92351,0.35694,24.44861,0.03755,0.03342,0.04980,25.14907,0.03698,261.00000,456.00000,-195.00000
Na2VTaS3Se3,1.29597,-1.25253,0.76502,30.00000,0.85000,0.03000,0.93338,0.30890,25.28110,0.03698,0.03294,0.07093,25.26727,0.03698,261.00000,158.00000,103.00000
K2VMnS3Br3,1.26179,-1.48314,0.08803,30.00000,0.83715,0.38000,1.00428,0.31184,24.75087,0.03727,0.03309,0.08720,25.12560,0.03698,261.00000,317.00000,-56.00000
K2NbMnSe3Cl3,1.26904,-1.55268,0.27374,30.00000,0.84392,0.61000,0.98507,0.33905,24.99507,0.03712,0.03299,0.08260,25.17990,0.03698,261.00000,226.00000,35.00000
Li2MoWSe6,1.26997,-0.97691,0.42525,30.00000,0.64671,0.00000,0.75242,0.30051,18.96699,0.04323,0.03758,0.10277,25.17356,0.03699,268.00000,1798.00000,-1530.00000
K2VZnS3I3,1.27259,-1.17974,0.44990,30.00000,0.85000,0.08000,0.97294,0.31683,25.19298,0.03700,0.03290,0.08041,25.18057,0.03699,268.00000,174.00000,94.00000
Na2MoGaS3I3,1.39498,-0.98259,1.67414,30.00000,0.82877,0.08000,0.91857,0.29950,24.72785,0.03750,0.03342,0.05301,25.36716,0.03699,268.00000,428.00000,-160.00000
Na2TaCuSe3I3,1.30522,-1.01161,0.78210,30.00000,0.83767,0.11000,0.88675,0.32775,24.92933,0.03725,0.03316,0.06847,25.25919,0.03699,268.00000,303.00000,-35.00000
Na2TaSbS3Se3,1.48322,-1.04996,0.73422,30.00000,0.85000,0.03000,0.92231,0.32461,25.14669,0.03699,0.03298,0.04850,25.13403,0.03699,268.00000,164.00000,104.00000
