Formula,Predicted_Bandgap_eV,Predicted_Ef_eV_atom,Active_Material_Cost_m2,Panel_Lifetime_Years,Derate_Factor,Delta_Chi,Tolerance_Factor,Mu_Ratio,PCE_Median,LCOE_Median,LCOE_Q10_Best,LCOE_Q90_Worst,PCE_Old_Median,LCOE_Old_Median,Rank_Old,Rank_New,Rank_Delta,Lifetime_Ef_current,Lifetime_Ef_future
K2MnZnF3I3,1.44228,-2.08598,0.43389,30.0,0.82142,1.32,0.98085,0.39459,24.41136,0.03751,0.0334,0.05052,25.27108,0.03685,127.0,433.0,-306.0,20.0,30.0
Na2MoBiO3I3,1.43365,-1.31826,0.51231,30.0,0.83396,0.78,0.91138,0.375,24.82317,0.03721,0.03318,0.05036,25.31072,0.03685,127.0,274.0,-147.0,20.0,30.0
Na2NbMnS3I3,1.33407,-1.15267,0.46533,30.0,0.84339,0.08,0.90563,0.31807,25.17548,0.037,0.03298,0.0604,25.33825,0.03685,127.0,175.0,-48.0,20.0,30.0
K2TaMnSe3I3,1.34863,-1.24149,0.76364,30.0,0.85,0.11,0.96524,0.30742,25.40457,0.03687,0.0329,0.05728,25.37038,0.03685,127.0,112.0,15.0,20.0,30.0
K2TaCuSe3Cl3,1.36551,-1.41121,0.68313,30.0,0.85,0.61,0.96885,0.36148,25.40129,0.03685,0.03288,0.05482,25.35679,0.03685,127.0,91.0,36.0,20.0,30.0
K2SnFeO3I3,1.44201,-1.32003,0.45236,30.0,0.85,0.78,0.98579,0.37083,25.27991,0.03684,0.03289,0.04938,25.23913,0.03685,127.0,83.0,44.0,20.0,30.0
K2WSbSe3I3,1.35191,-0.91036,0.48384,30.0,0.83142,0.11,0.98049,0.28708,24.83969,0.03726,0.03319,0.05758,25.34809,0.03685,127.0,311.0,-184.0,20.0,30.0
K2TiMoS6,1.31012,-1.48533,0.20856,30.0,0.85,0.0,1.00953,0.32473,25.32328,0.03685,0.03285,0.066,25.34078,0.03685,127.0,93.0,34.0,20.0,30.0
K2TaZnSe3Br3,1.33341,-1.43102,0.57023,30.0,0.85,0.41,0.95964,0.35025,25.37418,0.03687,0.03288,0.06025,25.33816,0.03685,127.0,110.0,17.0,20.0,30.0
K2CrMnO3S3,1.46331,-1.70145,0.05854,30.0,0.85,0.86,1.02452,0.38889,25.21194,0.03681,0.03285,0.04864,25.19713,0.03685,127.0,55.0,72.0,20.0,30.0
Na2SbZnS3I3,1.44573,-0.8888,0.4614,30.0,0.85,0.08,0.89637,0.33168,25.27115,0.03684,0.03289,0.04926,25.25085,0.03685,127.0,90.0,37.0,20.0,30.0
K2NbMnSe3I3,1.34466,-1.22141,0.49638,30.0,0.85,0.11,0.96524,0.30742,25.40204,0.03683,0.03286,0.05789,25.32648,0.03685,127.0,72.0,55.0,20.0,30.0
Na2MnSbO3I3,1.33435,-1.3294,0.49331,30.0,0.81804,0.78,0.93113,0.34583,24.39468,0.03761,0.03346,0.06175,25.33735,0.03686,143.0,483.0,-340.0,20.0,30.0
Na2SnNbS3I3,1.44116,-1.03193,0.47232,30.0,0.85,0.08,0.89804,0.32921,25.28339,0.03684,0.03289,0.04943,25.27353,0.03686,143.0,84.0,59.0,20.0,30.0
Na2CrMnO3S3,1.48058,-1.6513,0.03914,30.0,0.85,0.86,0.94595,0.38889,25.15864,0.03686,0.03287,0.0483,25.11787,0.03686,143.0,99.0,44.0,20.0,30.0
K2TiBiSe3I3,1.45303,-1.23002,0.47379,30.0,0.85,0.11,0.95131,0.32656,25.24464,0.03686,0.0329,0.04911,25.2704,0.03686,143.0,101.0,42.0,20.0,30.0
K2WSbSe3Cl3,1.45092,-1.2548,0.30477,30.0,0.81986,0.61,1.00185,0.31662,24.33536,0.03754,0.03343,0.05033,25.22664,0.03686,143.0,454.0,-311.0,20.0,30.0
K2TaCuSe3I3,1.34402,-1.15949,0.76344,30.0,0.85,0.11,0.95045,0.32775,25.40073,0.03687,0.0329,0.05813,25.33837,0.03686,143.0,116.0,27.0,20.0,30.0
Na2WSbS3I3,1.44269,-0.94374,0.45608,30.0,0.8266,0.08,0.92032,0.29703,24.565,0.03739,0.03331,0.0503,25.28999,0.03686,143.0,383.0,-240.0,20.0,30.0
Na2VMnO3I3,1.4543,-1.86982,0.49634,30.0,0.80567,0.78,0.94281,0.32917,23.89372,0.03794,0.03374,0.05088,25.27053,0.03686,143.0,643.0,-500.0,20.0,30.0
Na2MnCuF3I3,1.43814,-1.91976,0.45494,30.0,0.79257,1.32,0.91048,0.39174,23.54903,0.03824,0.03397,0.05198,25.23915,0.03686,143.0,763.0,-620.0,20.0,30.0
Na2NbTaS6,1.42714,-1.41601,0.75532,30.0,0.85,0.0,0.92095,0.34783,25.32905,0.03687,0.03292,0.05001,25.32668,0.03686,143.0,111.0,32.0,20.0,30.0
K2NbZnSe3I3,1.36485,-1.19301,0.49128,30.0,0.85,0.11,0.94874,0.33014,25.40186,0.03681,0.03286,0.05485,25.33369,0.03686,143.0,59.0,84.0,20.0,30.0
K2WSbS3I3,1.45925,-1.0205,0.44789,30.0,0.8483,0.08,0.98779,0.29703,25.16828,0.03691,0.03293,0.04893,25.23535,0.03686,143.0,130.0,13.0,20.0,30.0
K2TaMnSe3Cl3,1.41213,-1.56983,0.68237,30.0,0.84392,0.61,0.98507,0.33905,25.17702,0.03697,0.033,0.05088,25.2829,0.03686,143.0,156.0,-13.0,20.0,30.0
K2SnSbSe3Br3,1.46092,-1.13466,0.26755,30.0,0.85,0.41,0.97616,0.32741,25.21727,0.03684,0.03287,0.04878,25.22231,0.03686,143.0,87.0,56.0,20.0,30.0
Na2TaCuO3I3,1.35467,-1.67856,0.84228,30.0,0.83619,0.78,0.90771,0.38056,24.98318,0.03721,0.03316,0.05706,25.38284,0.03686,143.0,275.0,-132.0,20.0,30.0
Na2MoSbSe3F3,1.44506,-1.76115,0.40487,30.0,0.77868,1.43,0.95807,0.3617,23.10409,0.03862,0.03426,0.05234,25.26479,0.03686,143.0,873.0,-730.0,20.0,30.0
Na2CrWS3I3,1.43725,-1.08216,0.42982,30.0,0.82984,0.08,0.91769,0.30074,24.68359,0.0373,0.03324,0.05039,25.26854,0.03686,143.0,331.0,-188.0,20.0,30.0
K2SbZnSe3Br3,1.47107,-1.17415,0.24099,30.0,0.85,0.41,0.96691,0.3401,25.18656,0.03686,0.03288,0.0485,25.12481,0.03686,143.0,103.0,40.0,20.0,30.0
K2MoMnS6,1.4372,-1.23351,0.19969,30.0,0.85,0.0,1.00131,0.3356,25.29746,0.03679,0.03284,0.04949,25.22966,0.03687,161.0,31.0,130.0,20.0,30.0
K2NbZnS3I3,1.44414,-1.20868,0.44939,30.0,0.85,0.08,0.95499,0.34158,25.27368,0.03684,0.03289,0.04931,25.24549,0.03687,161.0,85.0,76.0,20.0,30.0
K2MnBiO3S3,1.45341,-1.70073,0.17823,30.0,0.85,0.86,0.99254,0.43364,25.24326,0.03681,0.03286,0.049,25.20867,0.03687,161.0,58.0,103.0,20.0,30.0
K2SnZnF3I3,1.45636,-2.03691,0.44408,30.0,0.82873,1.32,0.97191,0.40741,24.58925,0.03736,0.03328,0.04981,25.24534,0.03687,161.0,368.0,-207.0,20.0,30.0
Na2NbTaS3Se3,1.38225,-1.24349,0.74421,30.0,0.85,0.03,0.91508,0.33508,25.39259,0.03684,0.03289,0.05293,25.36016,0.03687,161.0,86.0,75.0,20.0,30.0
Li2MoWS3Se3,1.44212,-1.02639,0.36274,30.0,0.65947,0.03,0.75368,0.31152,19.47608,0.04246,0.03717,0.05918,25.2469,0.03687,161.0,1715.0,-1554.0,20.0,30.0
Na2NbSbS3Se3,1.44786,-0.99883,0.3501,30.0,0.85,0.03,0.92231,0.32461,25.25709,0.03683,0.03288,0.04918,25.22767,0.03687,161.0,75.0,86.0,20.0,30.0
K2SnMoS3Se3,1.31419,-1.01362,0.34825,30.0,0.85,0.03,0.9844,0.33508,25.32625,0.03686,0.03287,0.06492,25.31297,0.03687,161.0,106.0,55.0,20.0,30.0
K2TaMnSe3Br3,1.34285,-1.52318,0.57672,30.0,0.84893,0.41,0.97709,0.32614,25.36864,0.03687,0.03289,0.05834,25.28606,0.03687,161.0,113.0,48.0,20.0,30.0
K2MnSbO3Br3,1.29181,-1.59825,0.13549,30.0,0.85,0.48,1.01959,0.37054,25.26753,0.03688,0.03285,0.07214,25.25534,0.03687,161.0,118.0,43.0,20.0,30.0
Na2TaZnO3I3,1.42055,-1.71633,0.83242,30.0,0.83721,0.78,0.90589,0.38333,24.95524,0.03717,0.03315,0.05083,25.33058,0.03688,171.0,255.0,-84.0,20.0,30.0
K2TiSbSe3Cl3,1.46643,-1.65373,0.29229,30.0,0.82141,0.61,1.00085,0.31794,24.33487,0.03753,0.03341,0.04974,25.16908,0.03688,171.0,447.0,-276.0,20.0,30.0
K2WSbSe3F3,1.46994,-1.83119,0.32767,30.0,0.78337,1.43,1.03468,0.36474,23.16863,0.03853,0.03419,0.05137,25.14916,0.03688,171.0,842.0,-671.0,20.0,30.0
Na2NbCuO3I3,1.31287,-1.58531,0.49601,30.0,0.83619,0.78,0.90771,0.38056,24.90024,0.03721,0.03314,0.06611,25.29574,0.03688,171.0,277.0,-106.0,20.0,30.0
K2SnMnCl3I3,1.31293,-1.33185,0.41893,30.0,0.84477,0.5,0.96442,0.33292,25.16386,0.037,0.03297,0.06561,25.29464,0.03688,171.0,173.0,-2.0,20.0,30.0
Na2MnCuCl3I3,1.29535,-1.22066,0.41975,30.0,0.81853,0.5,0.8916,0.34289,24.31215,0.03768,0.03346,0.07295,25.28841,0.03688,171.0,525.0,-354.0,20.0,30.0
K2MoSbO3I3,1.43874,-1.3983,0.54015,30.0,0.81778,0.78,1.01564,0.33056,24.31156,0.03762,0.03348,0.05083,25.26001,0.03688,171.0,485.0,-314.0,20.0,30.0
K2MoFeSe3Cl3,1.29908,-1.31249,0.30945,30.0,0.83036,0.61,0.99487,0.32586,24.68633,0.03735,0.03323,0.07082,25.27577,0.03688,171.0,363.0,-192.0,20.0,30.0
Na2TaCuO3Br3,1.44905,-1.82298,0.60584,30.0,0.85,0.48,0.91789,0.40774,25.25377,0.03687,0.03291,0.04924,25.2666,0.03688,171.0,115.0,56.0,20.0,30.0
Na2MoSbO3I3,1.45296,-1.35755,0.55424,30.0,0.80679,0.78,0.94182,0.33056,23.9309,0.03792,0.03372,0.05091,25.24519,0.03688,171.0,635.0,-464.0,20.0,30.0
K2MnBiO3Cl3,1.462,-1.71376,0.16458,30.0,0.85,0.28,0.99439,0.43769,25.21371,0.03683,0.03286,0.0487,25.18213,0.03688,171.0,74.0,97.0,20.0,30.0
Na2NbMnSe3I3,1.30625,-1.13824,0.50666,30.0,0.82423,0.11,0.90054,0.30742,24.52337,0.03752,0.03337,0.06886,25.33665,0.03688,171.0,435.0,-264.0,20.0,30.0
Na2MnZnBr3I3,1.3006,-1.18169,0.35005,30.0,0.82293,0.3,0.885,0.33293,24.46011,0.03753,0.03337,0.07079,25.29841,0.03688,171.0,443.0,-272.0,20.0,30.0
Na2TiSbSe3Cl3,1.46558,-1.43468,0.29546,30.0,0.8043,0.61,0.93007,0.31794,23.82249,0.03796,0.03374,0.05049,25.15465,0.03688,171.0,652.0,-481.0,20.0,30.0
K2TiWS3Se3,1.46468,-1.35486,0.27077,30.0,0.85,0.03,0.9991,0.31545,25.2083,0.03685,0.03288,0.04866,25.15794,0.03688,171.0,96.0,75.0,20.0,30.0
Na2TaZnO3F3,1.41313,-2.53978,0.85007,30.0,0.85,0.54,0.94915,0.50923,25.36224,0.03686,0.03292,0.05065,25.30658,0.03689,186.0,104.0,82.0,20.0,30.0
K2SbZnSe3I3,1.412,-1.01062,0.49184,30.0,0.85,0.11,0.95562,0.32057,25.36482,0.0368,0.03287,0.05058,25.29876,0.03689,186.0,47.0,139.0,20.0,30.0
K2FeMnF3I3,1.45255,-2.02858,0.43786,30.0,0.80104,1.32,1.00026,0.36752,23.75903,0.03804,0.03382,0.05114,25.23479,0.03689,186.0,685.0,-499.0,20.0,30.0
Na2TaCuS3I3,1.36134,-1.04736,0.79647,30.0,0.85,0.08,0.8914,0.33911,25.407,0.03686,0.0329,0.05538,25.34458,0.03689,186.0,107.0,79.0,20.0,30.0
K2NbTaSe6,1.42891,-1.28026,0.71754,30.0,0.85,0.0,0.97699,0.32323,25.32339,0.03686,0.03291,0.04994,25.27913,0.03689,186.0,108.0,78.0,20.0,30.0
Na2FeSbO3I3,1.45072,-1.30963,0.49137,30.0,0.81804,0.78,0.93113,0.34583,24.27933,0.03762,0.03349,0.05047,25.23318,0.03689,186.0,488.0,-302.0,20.0,30.0
K2TaZnSe3I3,1.38487,-1.22488,0.75605,30.0,0.85,0.11,0.94874,0.33014,25.39219,0.03684,0.0329,0.0527,25.347,0.03689,186.0,89.0,97.0,20.0,30.0
K2MnSbO3I3,1.34501,-1.44963,0.48125,30.0,0.83458,0.78,1.00411,0.34583,24.925,0.03718,0.03313,0.05859,25.32261,0.03689,186.0,262.0,-76.0,20.0,30.0
Na2TaMnS3I3,1.40458,-1.18157,0.79709,30.0,0.84339,0.08,0.90563,0.31807,25.17243,0.03701,0.03302,0.05138,25.32047,0.03689,186.0,179.0,7.0,20.0,30.0
K2MnCuF3I3,1.47178,-2.00256,0.44389,30.0,0.81959,1.32,0.98286,0.39174,24.26391,0.03763,0.03347,0.04977,25.16785,0.0369,195.0,494.0,-299.0,20.0,30.0
Na2TaCuO3F3,1.40039,-2.64734,0.86808,30.0,0.85,0.54,0.95147,0.50554,25.37364,0.03686,0.03292,0.05149,25.33654,0.0369,195.0,109.0,86.0,20.0,30.0
K2TiCrS3I3,1.30221,-1.33841,0.43505,30.0,0.85,0.08,0.98403,0.30198,25.29655,0.0369,0.03289,0.06858,25.28499,0.0369,195.0,127.0,68.0,20.0,30.0
K2CrWSe6,1.28747,-1.15215,0.34756,30.0,0.85,0.0,0.98927,0.30682,25.24941,0.03693,0.03288,0.07391,25.26471,0.0369,195.0,140.0,55.0,20.0,30.0
Na2TaMnSe3Cl3,1.31008,-1.4723,0.7053,30.0,0.81965,0.61,0.91541,0.33905,24.39384,0.03765,0.03348,0.06801,25.30371,0.0369,195.0,511.0,-316.0,20.0,30.0
Na2TiWS3Se3,1.30266,-1.19286,0.27253,30.0,0.85,0.03,0.92874,0.31545,25.29653,0.03687,0.03286,0.06834,25.2685,0.0369,195.0,114.0,81.0,20.0,30.0
Na2SnMnCl3I3,1.31061,-1.26763,0.42721,30.0,0.81298,0.5,0.89827,0.33292,24.18833,0.03777,0.03357,0.06814,25.3028,0.0369,195.0,573.0,-378.0,20.0,30.0
K2TiCrO3S3,1.28719,-2.04867,0.06686,30.0,0.85,0.86,1.03371,0.37654,25.24764,0.03689,0.03284,0.07388,25.23067,0.0369,195.0,124.0,71.0,20.0,30.0
K2TiSbS3I3,1.4613,-1.25205,0.46457,30.0,0.8498,0.08,0.98685,0.29827,25.20732,0.03688,0.03291,0.04882,25.22002,0.0369,195.0,120.0,75.0,20.0,30.0
Na2CrWS3Se3,1.29741,-1.12865,0.27184,30.0,0.85,0.03,0.92689,0.31806,25.28575,0.03689,0.03287,0.07017,25.26178,0.0369,195.0,123.0,72.0,20.0,30.0
Na2TaFeS3Br3,1.32586,-1.26688,0.56334,30.0,0.84148,0.38,0.915,0.33816,25.09374,0.03708,0.03304,0.06246,25.31841,0.0369,195.0,210.0,-15.0,20.0,30.0
Na2FeMnF3I3,1.4469,-1.97804,0.44872,30.0,0.78219,1.32,0.9266,0.36752,23.20657,0.03854,0.03419,0.05214,25.23169,0.0369,195.0,845.0,-650.0,20.0,30.0
Na2SnBiSe3I3,1.44692,-0.88123,0.48044,30.0,0.84726,0.11,0.87415,0.34689,25.17875,0.03691,0.03294,0.04934,25.23199,0.03691,207.0,131.0,76.0,20.0,30.0
Na2TaCuS3Br3,1.31583,-1.17601,0.5679,30.0,0.85,0.38,0.89995,0.36053,25.32885,0.0369,0.0329,0.06457,25.2826,0.03691,207.0,126.0,81.0,20.0,30.0
Na2TiCrO3S3,1.48592,-2.03913,0.04791,30.0,0.84746,0.86,0.95444,0.37654,25.05776,0.03693,0.03292,0.0484,25.07827,0.03691,207.0,141.0,66.0,20.0,30.0
Na2FeZnF3I3,1.30235,-1.93753,0.44235,30.0,0.79348,1.32,0.90862,0.39459,23.56311,0.0383,0.03396,0.07217,25.27056,0.03691,207.0,780.0,-573.0,20.0,30.0
K2VCuO3I3,1.44306,-1.60736,0.48631,30.0,0.84146,0.78,0.99895,0.35278,25.01699,0.03704,0.03304,0.0497,25.23542,0.03691,207.0,196.0,11.0,20.0,30.0
Na2TaCuO3Cl3,1.46037,-2.02018,0.77069,30.0,0.85,0.28,0.9248,0.42679,25.21908,0.03693,0.03295,0.04893,25.23782,0.03691,207.0,138.0,69.0,20.0,30.0
Na2VZnSe3Cl3,1.27703,-1.34387,0.25816,30.0,0.81881,0.61,0.91631,0.33773,24.25833,0.0377,0.03344,0.08045,25.20235,0.03691,207.0,540.0,-333.0,20.0,30.0
K2SnWSe6,1.3033,-0.99256,0.35769,30.0,0.85,0.0,0.97513,0.32576,25.29764,0.03689,0.03288,0.06816,25.23773,0.03691,207.0,121.0,86.0,20.0,30.0
K2TaCuO3I3,1.43976,-1.753,0.81635,30.0,0.85,0.78,0.97885,0.38056,25.29246,0.0369,0.03293,0.04959,25.24304,0.03691,207.0,128.0,79.0,20.0,30.0
K2VNbS6,1.285,-1.45017,0.20107,30.0,0.85,0.0,1.01265,0.32065,25.24244,0.03692,0.03286,0.07477,25.23134,0.03692,216.0,133.0,83.0,20.0,30.0
K2MnSbF3I3,1.47185,-2.09072,0.47636,30.0,0.78898,1.32,1.00973,0.3547,23.33447,0.03842,0.03409,0.0511,25.20523,0.03692,216.0,805.0,-589.0,20.0,30.0
K2NbCuO3Cl3,1.49395,-1.99637,0.14852,30.0,0.85,0.28,1.00199,0.42679,25.08811,0.03692,0.03291,0.04821,25.10601,0.03692,216.0,134.0,82.0,20.0,30.0
Na2MnSbF3I3,1.46135,-2.00622,0.48802,30.0,0.77469,1.32,0.93537,0.3547,22.92907,0.03878,0.03438,0.05203,25.18193,0.03692,216.0,911.0,-695.0,20.0,30.0
Na2TaFeSe3I3,1.43727,-1.08128,0.78079,30.0,0.82423,0.11,0.90054,0.30742,24.51369,0.0375,0.03339,0.05073,25.28449,0.03692,216.0,429.0,-213.0,20.0,30.0
K2WSbO3I3,1.49111,-1.39015,0.46777,30.0,0.82101,0.78,1.01352,0.33333,24.23044,0.03766,0.03348,0.04948,25.11118,0.03692,216.0,514.0,-298.0,20.0,30.0
Na2CuZnF3I3,1.29146,-1.90049,0.44854,30.0,0.79852,1.32,0.89311,0.4188,23.68527,0.0382,0.03386,0.07565,25.30093,0.03692,216.0,748.0,-532.0,20.0,30.0
K2SnVS3I3,1.29592,-1.15407,0.46368,30.0,0.85,0.08,0.98217,0.30446,25.28126,0.03693,0.03289,0.07081,25.26988,0.03692,216.0,136.0,80.0,20.0,30.0
Na2WSbSe3I3,1.29711,-0.90424,0.49203,30.0,0.80733,0.11,0.91477,0.28708,23.97187,0.03797,0.0337,0.07306,25.29656,0.03692,216.0,658.0,-442.0,20.0,30.0
Na2TaZnO3Br3,1.45822,-1.84257,0.59435,30.0,0.85,0.48,0.91596,0.41071,25.22236,0.03689,0.03292,0.04893,25.21053,0.03693,225.0,125.0,100.0,20.0,30.0
Na2WFeSe3I3,1.46721,-0.96019,0.46646,30.0,0.81671,0.11,0.90718,0.29785,24.18894,0.03768,0.03353,0.04998,25.17183,0.03693,225.0,531.0,-306.0,20.0,30.0
Na2SnMnS3Se3,1.29188,-0.98559,0.26762,30.0,0.85,0.03,0.90532,0.34948,25.26701,0.0369,0.03287,0.07218,25.25681,0.03693,225.0,129.0,96.0,20.0,30.0
Na2SnSbS3I3,1.47138,-0.87256,0.47367,30.0,0.84427,0.08,0.90478,0.31931,25.00966,0.03703,0.03302,0.04879,25.14022,0.03693,225.0,189.0,36.0,20.0,30.0
Na2TaCuSe3Cl3,1.31728,-1.28614,0.70579,30.0,0.83186,0.61,0.90033,0.36148,24.77351,0.03735,0.03325,0.06526,25.30573,0.03693,225.0,361.0,-136.0,20.0,30.0
Na2MoFeO3Cl3,1.49633,-1.59708,0.18543,30.0,0.85,0.28,0.95288,0.38474,25.0751,0.03694,0.03292,0.04824,25.08233,0.03693,225.0,142.0,83.0,20.0,30.0
K2TaCuS3I3,1.43819,-1.17098,0.77394,30.0,0.85,0.08,0.95675,0.33911,25.29329,0.03689,0.03293,0.04965,25.23006,0.03694,231.0,122.0,109.0,20.0,30.0
K2SbZnO3Br3,1.26804,-1.44814,0.13445,30.0,0.85,0.48,0.99898,0.39881,25.17803,0.03695,0.03286,0.08258,25.16339,0.03694,231.0,145.0,86.0,20.0,30.0
K2WFeSe3I3,1.49094,-1.03444,0.45857,30.0,0.84419,0.11,0.97235,0.29785,24.93077,0.0371,0.03305,0.04857,25.12745,0.03694,231.0,220.0,11.0,20.0,30.0
K2MoMnS3Se3,1.2781,-1.10247,0.32583,30.0,0.85,0.03,0.99317,0.3233,25.22192,0.03696,0.03288,0.07775,25.24113,0.03694,231.0,147.0,84.0,20.0,30.0
Na2SnSbO3I3,1.47851,-1.27618,0.49799,30.0,0.82574,0.78,0.92256,0.35833,24.42699,0.0375,0.03338,0.04939,25.16928,0.03694,231.0,430.0,-199.0,20.0,30.0
Na2MoBiS3I3,1.30106,-0.92724,0.48905,30.0,0.85,0.08,0.89471,0.33416,25.2918,0.03691,0.03289,0.06901,25.24652,0.03694,231.0,132.0,99.0,20.0,30.0
K2TiWSe6,1.30449,-1.27723,0.3485,30.0,0.85,0.0,0.99118,0.30429,25.3047,0.03688,0.03287,0.06777,25.26055,0.03694,231.0,117.0,114.0,20.0,30.0
Na2TiSbSe3I3,1.28463,-1.039,0.51374,30.0,0.80842,0.11,0.91392,0.28828,23.97124,0.03798,0.03368,0.07786,25.23698,0.03694,231.0,666.0,-435.0,20.0,30.0
Na2SnWSe6,1.27832,-0.98066,0.3624,30.0,0.85,0.0,0.90779,0.32576,25.22349,0.03697,0.03288,0.07767,25.24492,0.03694,231.0,150.0,81.0,20.0,30.0
Na2TaMnSe3I3,1.31917,-1.14547,0.78249,30.0,0.82423,0.11,0.90054,0.30742,24.54422,0.03754,0.03341,0.06527,25.3169,0.03694,231.0,453.0,-222.0,20.0,30.0
Na2CrMoO3Br3,1.49264,-1.62139,0.15892,30.0,0.85,0.48,0.95107,0.35863,25.09357,0.03692,0.03291,0.04823,25.08168,0.03694,231.0,135.0,96.0,20.0,30.0
K2TaFeSe3I3,1.47377,-1.2228,0.76202,30.0,0.85,0.11,0.96524,0.30742,25.17947,0.03696,0.03296,0.04859,25.18166,0.03694,231.0,148.0,83.0,20.0,30.0
Na2WFeSe3Br3,1.28012,-1.09351,0.21759,30.0,0.8147,0.41,0.91644,0.31599,24.14502,0.03778,0.03351,0.07926,25.23986,0.03694,231.0,578.0,-347.0,20.0,30.0
K2WFeSe3Br3,1.49817,-1.24039,0.2184,30.0,0.83831,0.41,0.98463,0.31599,24.71484,0.03722,0.03314,0.04868,25.04111,0.03695,244.0,285.0,-41.0,20.0,30.0
Na2NbZnSe3I3,1.28233,-1.09935,0.50124,30.0,0.83903,0.11,0.88516,0.33014,24.8997,0.03724,0.0331,0.07684,25.26899,0.03695,244.0,295.0,-51.0,20.0,30.0
Na2VFeSe3F3,1.48269,-2.14973,0.28955,30.0,0.7776,1.43,0.95914,0.36018,22.95079,0.03872,0.03431,0.05136,25.10431,0.03695,244.0,900.0,-656.0,20.0,30.0
K2TiInSe3I3,1.39709,-1.35323,1.37254,30.0,0.85,0.11,0.9445,0.33612,25.37214,0.03695,0.03299,0.05188,25.39177,0.03696,247.0,143.0,104.0,20.0,30.0
Na2MnBiO3Cl3,1.50312,-1.69781,0.15953,30.0,0.85,0.28,0.91778,0.43769,25.04569,0.03695,0.03293,0.04819,25.00877,0.03696,247.0,146.0,101.0,20.0,30.0
Na2TiInSe3Br3,1.41995,-1.42738,1.33552,30.0,0.83899,0.41,0.88901,0.3566,25.01184,0.03721,0.03319,0.05094,25.28901,0.03696,247.0,279.0,-32.0,20.0,30.0
Na2MoSbO3Br3,1.49898,-1.43216,0.23265,30.0,0.85,0.48,0.95421,0.35417,25.06692,0.03695,0.03294,0.04823,25.03536,0.03696,247.0,144.0,103.0,20.0,30.0
K2SnTaSe3I3,1.46317,-1.26578,0.74969,30.0,0.85,0.11,0.95735,0.31818,25.21292,0.03693,0.03295,0.04885,25.18548,0.03696,247.0,139.0,108.0,20.0,30.0
Na2SnMnF3I3,1.48944,-2.00086,0.46,30.0,0.78829,1.32,0.918,0.38034,23.24554,0.03849,0.03413,0.05091,25.08906,0.03696,247.0,836.0,-589.0,20.0,30.0
K2TiCrO3Se3,1.50744,-2.08241,0.2604,30.0,0.83616,0.89,1.02377,0.36095,24.6082,0.03732,0.0332,0.04871,25.02075,0.03697,253.0,337.0,-84.0,20.0,30.0
Na2FeMnO3Se3,1.49964,-1.38603,0.24194,30.0,0.84003,0.89,0.93271,0.38166,24.75937,0.03719,0.03312,0.04861,25.03865,0.03697,253.0,264.0,-11.0,20.0,30.0
Na2NbFeO3Cl3,1.51191,-2.07475,0.12297,30.0,0.85,0.28,0.94228,0.40031,25.00672,0.03698,0.03294,0.04815,24.99175,0.03697,253.0,159.0,94.0,20.0,30.0
K2VMnSe3Br3,1.27477,-1.44874,0.21914,30.0,0.82052,0.41,0.99616,0.30076,24.30279,0.03766,0.03341,0.08144,25.22679,0.03697,253.0,515.0,-262.0,20.0,30.0
Na2SnMnBr3I3,1.27306,-1.17429,0.36827,30.0,0.81582,0.3,0.89305,0.32091,24.15455,0.0378,0.03352,0.08275,25.18228,0.03697,253.0,583.0,-330.0,20.0,30.0
K2WSbO3Br3,1.49362,-1.43042,0.18555,30.0,0.85,0.48,1.02965,0.35714,25.09009,0.03693,0.03292,0.04823,25.03381,0.03697,253.0,137.0,116.0,20.0,30.0
Na2VZnO3I3,1.48315,-1.55712,0.48897,30.0,0.82414,0.78,0.92446,0.35556,24.36324,0.03755,0.03341,0.04945,25.11718,0.03697,253.0,461.0,-208.0,20.0,30.0
K2VFeO3Br3,1.50989,-1.87138,0.08361,30.0,0.85,0.48,1.03304,0.35268,25.01615,0.03697,0.03293,0.04813,24.96788,0.03697,253.0,153.0,100.0,20.0,30.0
Na2MoInS3I3,1.35778,-0.9793,1.54269,30.0,0.85,0.08,0.88812,0.34406,25.41419,0.037,0.03301,0.05614,25.36681,0.03698,261.0,176.0,85.0,20.0,30.0
K2MnInO3Br3,1.4143,-1.67158,1.52356,30.0,0.85,0.48,0.97715,0.43006,25.3607,0.03698,0.03302,0.05077,25.31783,0.03698,261.0,161.0,100.0,20.0,30.0
K2WMnSe6,1.27081,-1.09176,0.34252,30.0,0.85,0.0,0.98356,0.31439,25.18899,0.03699,0.03289,0.08125,25.16686,0.03698,261.0,165.0,96.0,20.0,30.0
Na2TaMnO3I3,1.46513,-1.94983,0.8435,30.0,0.82495,0.78,0.92351,0.35694,24.44861,0.03755,0.03342,0.0498,25.14907,0.03698,261.0,456.0,-195.0,20.0,30.0
Na2VTaS3Se3,1.29597,-1.25253,0.76502,30.0,0.85,0.03,0.93338,0.3089,25.2811,0.03698,0.03294,0.07093,25.26727,0.03698,261.0,158.0,103.0,20.0,30.0
K2VMnS3Br3,1.26179,-1.48314,0.08803,30.0,0.83715,0.38,1.00428,0.31184,24.75087,0.03727,0.03309,0.0872,25.1256,0.03698,261.0,317.0,-56.0,20.0,30.0
